"","name","full_team","team","year","games_in_season","num_games_missing","num_games_injured","injury_types","earliest_injury","latest_injury","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter"
"11197","Demaryius Thomas","Denver Broncos","den",2011,18,5,6,"achilles",1,6,"WR",2010,1,22,75,225,"1987-12-25",4.52,NA,NA,NA,75,224,NA,NA,1
"11202","Lawrence Tynes","New York Giants","nyg",2011,NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,73,194,"1978-05-03",NA,NA,NA,NA,NA,NA,NA,NA,0
"11203","Devin Thomas","New York Giants","nyg",2011,20,0,1,"head/neck",15,15,"WR",2008,2,34,74,215,"1986-11-15",4.41,7.15,0,126,74,216,4.26,28,0
"11210","Jerome Murphy","New Orleans Saints","nor",2012,NA,NA,NA,NA,NA,NA,"DEF",2010,3,65,73,191,"1987-01-13",4.5,6.87,16,127,72,196,4.05,38,0
"11215","Jerome Murphy","Detroit Lions","det",2012,NA,NA,NA,NA,NA,NA,"DEF",2010,3,65,73,191,"1987-01-13",4.5,6.87,16,127,72,196,4.05,38,0
"11251","Blaine Gabbert","Jacksonville Jaguars","jax",2012,16,6,11,"glute shoulder elbow",3,16,"QB",2011,1,10,77,235,"1989-10-15",4.61,6.84,NA,120,76,234,4.26,33.5,1
"11283","George Selvie","Jacksonville Jaguars","jax",2012,16,7,9,"knee  concussion",1,15,"DEF",2010,7,226,76,247,"1987-03-06",4.93,7.48,24,109,76,252,4.63,30.5,0
"11284","Lawrence Tynes","New York Giants","nyg",2012,NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,73,194,"1978-05-03",NA,NA,NA,NA,NA,NA,NA,NA,0
"11287","Dontari Poe","Kansas City Chiefs","kan",2012,16,0,1,"knee",10,10,"DEF",2012,1,11,75,346,"1990-08-18",4.89,7.9,44,105,75,346,4.56,29.5,1
"11288","Emmanuel Lamur","Cincinnati Bengals","cin",2012,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,76,245,"1989-06-08",NA,NA,NA,NA,NA,NA,NA,NA,1
"11289","Jerome Murphy","Washington Football Team","was",2012,NA,NA,NA,NA,NA,NA,"DEF",2010,3,65,73,191,"1987-01-13",4.5,6.87,16,127,72,196,4.05,38,0
"11290","Demaryius Thomas","Denver Broncos","den",2012,17,0,8,"shoulder hip knee ankle",2,14,"WR",2010,1,22,75,225,"1987-12-25",4.52,NA,NA,NA,75,224,NA,NA,1
"11315","Blaine Gabbert","Jacksonville Jaguars","jax",2013,16,5,6,"hand hamstring",2,8,"QB",2011,1,10,77,235,"1989-10-15",4.61,6.84,NA,120,76,234,4.26,33.5,1
"11352","Jerome Murphy","Washington Football Team","was",2013,16,0,1,"ankle",6,6,"DEF",2010,3,65,73,191,"1987-01-13",4.5,6.87,16,127,72,196,4.05,38,0
"11373","George Selvie","Dallas Cowboys","dal",2013,16,0,9,"concussion shoulder back",5,16,"DEF",2010,7,226,76,247,"1987-03-06",4.93,7.48,24,109,76,252,4.63,30.5,1
"11374","Spencer Larsen","Tampa Bay Buccaneers","tam",2013,NA,NA,NA,NA,NA,NA,"RB",2008,6,183,74,235,"1984-03-04",4.85,7.68,27,113,74,238,4.55,28.5,0
"11380","Cam Thomas","Los Angeles Chargers","sdg",2013,NA,NA,NA,NA,NA,NA,"DEF",2010,5,146,75,330,"1986-12-12",5.16,7.68,31,102,76,330,4.78,29,0
"11383","Demaryius Thomas","Denver Broncos","den",2013,19,0,5,"ankle shoulder neck",4,16,"WR",2010,1,22,75,225,"1987-12-25",4.52,NA,NA,NA,75,224,NA,NA,1
"11384","Derrick Coleman","Seattle Seahawks","sea",2013,19,4,5,"hamstring shoulder",8,16,"RB",NA,NA,NA,72,233,"1990-10-18",NA,NA,NA,NA,NA,NA,NA,NA,0
"11405","Deandre Coleman","Miami Dolphins","mia",2014,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,77,314,"1991-01-27",5.12,0,24,0,77,314,0,0,0
"11419","Derrick Coleman","Seattle Seahawks","sea",2014,19,14,14,"foot",6,19,"RB",NA,NA,NA,72,233,"1990-10-18",NA,NA,NA,NA,NA,NA,NA,NA,0
"11427","Blaine Gabbert","San Francisco 49ers","sfo",2014,NA,NA,NA,NA,NA,NA,"QB",2011,1,10,77,235,"1989-10-15",4.61,6.84,NA,120,76,234,4.26,33.5,0
"11488","Robert Nelson","Cleveland Browns","cle",2014,16,2,3,"hamstring",13,15,"DEF",NA,NA,NA,69,175,"1990-02-16",NA,NA,NA,NA,NA,NA,NA,NA,0
"11489","De'Anthony Thomas","Kansas City Chiefs","kan",2014,16,4,5,"hamstring",1,5,"RB",2014,4,124,68,176,"1993-01-05",4.39,NA,8,124,69,174,NA,32,0
"11490","Dontari Poe","Kansas City Chiefs","kan",2014,NA,NA,NA,NA,NA,NA,"DEF",2012,1,11,75,346,"1990-08-18",4.89,7.9,44,105,75,346,4.56,29.5,1
"11491","Antone Exum","Minnesota Vikings","min",2014,16,1,3,"ankle ankle/shoulder knee",8,16,"DEF",2014,6,182,72,219,"1991-02-27",4.59,7.05,17,117,72,213,4.13,35,0
"11493","Charles Sims","Tampa Bay Buccaneers","tam",2014,16,8,11,"ankle",1,12,"RB",2014,3,69,72,211,"1990-09-19",4.48,7.16,17,126,72,214,4.3,37.5,0
"11496","Cam Thomas","Pittsburgh Steelers","pit",2014,NA,NA,NA,NA,NA,NA,"DEF",2010,5,146,75,330,"1986-12-12",5.16,7.68,31,102,76,330,4.78,29,0
"11497","Emmanuel Lamur","Cincinnati Bengals","cin",2014,17,2,5,"concussion shoulder hamstring",4,16,"DEF",NA,NA,NA,76,245,"1989-06-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"11499","George Selvie","Dallas Cowboys","dal",2014,18,0,6,"shoulder  thumb",1,15,"DEF",2010,7,226,76,247,"1987-03-06",4.93,7.48,24,109,76,252,4.63,30.5,1
"11500","Demaryius Thomas","Denver Broncos","den",2014,17,0,5,"ankle ankle/hip ankle/finger",13,17,"WR",2010,1,22,75,225,"1987-12-25",4.52,NA,NA,NA,75,224,NA,NA,1
"11604","De'Anthony Thomas","Kansas City Chiefs","kan",2015,18,8,11,"calf  concussion",1,18,"RB",2014,4,124,68,176,"1993-01-05",4.39,NA,8,124,69,174,NA,32,0
"11621","Antone Exum","Minnesota Vikings","min",2015,17,5,5,"ribs",13,17,"DEF",2014,6,182,72,219,"1991-02-27",4.59,7.05,17,117,72,213,4.13,35,1
"11663","Jamil Douglas","Miami Dolphins","mia",2015,16,0,2,"shoulder ankle",10,16,"OL",2015,4,114,76,309,"1992-02-28",5.25,7.99,28,99,76,304,4.75,29,1
"11664","Deandre Coleman","Miami Dolphins","mia",2015,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,77,314,"1991-01-27",5.12,0,24,0,77,314,0,0,0
"11665","Emmanuel Lamur","Cincinnati Bengals","cin",2015,17,1,4,"hamstring  ankle knee",1,17,"DEF",NA,NA,NA,76,245,"1989-06-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"11668","George Selvie","New York Giants","nyg",2015,16,2,4,"calf concussion",5,15,"DEF",2010,7,226,76,247,"1987-03-06",4.93,7.48,24,109,76,252,4.63,30.5,0
"11669","Taylor Hart","Philadelphia Eagles","phi",2015,16,2,3,"shoulder",3,5,"DEF",2014,5,141,78,305,"1991-02-22",4.92,0,21,0,78,281,0,0,0
"11671","Charles Sims","Tampa Bay Buccaneers","tam",2015,NA,NA,NA,NA,NA,NA,"RB",2014,3,69,72,211,"1990-09-19",4.48,7.16,17,126,72,214,4.3,37.5,0
"11674","Blaine Gabbert","San Francisco 49ers","sfo",2015,NA,NA,NA,NA,NA,NA,"QB",2011,1,10,77,235,"1989-10-15",4.61,6.84,NA,120,76,234,4.26,33.5,1
"11678","Jake Ryan","Green Bay Packers","gnb",2015,18,2,3,"hamstring",4,6,"OL",2015,4,129,74,240,"1992-02-27",4.65,7.11,20,120,74,240,4.2,34.5,1
"11679","Derrick Coleman","Seattle Seahawks","sea",2015,18,1,2,"concussion",7,8,"RB",NA,NA,NA,72,233,"1990-10-18",NA,NA,NA,NA,NA,NA,NA,NA,0
"11681","Cam Thomas","Pittsburgh Steelers","pit",2015,NA,NA,NA,NA,NA,NA,"DEF",2010,5,146,75,330,"1986-12-12",5.16,7.68,31,102,76,330,4.78,29,0
"11683","Demaryius Thomas","Denver Broncos","den",2015,19,0,5,"hand neck notinjuryrelated hamstring",2,16,"WR",2010,1,22,75,225,"1987-12-25",4.52,NA,NA,NA,75,224,NA,NA,1
"11708","Jamil Douglas","Miami Dolphins","mia",2016,NA,NA,NA,NA,NA,NA,"OL",2015,4,114,76,309,"1992-02-28",5.25,7.99,28,99,76,304,4.75,29,0
"11717","Taylor Hart","San Francisco 49ers","sfo",2016,NA,NA,NA,NA,NA,NA,"DEF",2014,5,141,78,305,"1991-02-22",4.92,0,21,0,78,281,0,0,0
"11775","Blaine Gabbert","San Francisco 49ers","sfo",2016,NA,NA,NA,NA,NA,NA,"QB",2011,1,10,77,235,"1989-10-15",4.61,6.84,NA,120,76,234,4.26,33.5,0
"11806","Charles Sims","Tampa Bay Buccaneers","tam",2016,16,9,9,"knee",5,16,"RB",2014,3,69,72,211,"1990-09-19",4.48,7.16,17,126,72,214,4.3,37.5,0
"11813","Emmanuel Lamur","Minnesota Vikings","min",2016,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,76,245,"1989-06-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"11814","Deandre Coleman","Buffalo Bills","buf",2016,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,77,314,"1991-01-27",5.12,0,24,0,77,314,0,0,0
"11817","Demaryius Thomas","Denver Broncos","den",2016,16,0,1,"hip",2,2,"WR",2010,1,22,75,225,"1987-12-25",4.52,NA,NA,NA,75,224,NA,NA,1
"11818","Cam Thomas","Los Angeles Rams","ram",2016,NA,NA,NA,NA,NA,NA,"DEF",2010,5,146,75,330,"1986-12-12",5.16,7.68,31,102,76,330,4.78,29,0
"11823","Romeo Okwara","New York Giants","nyg",2016,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,76,255,"1995-06-17",4.9,7.38,23,120,77,265,4.53,33,1
"11824","Robert Nelson","Houston Texans","htx",2016,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,69,175,"1990-02-16",NA,NA,NA,NA,NA,NA,NA,NA,0
"11825","De'Anthony Thomas","Kansas City Chiefs","kan",2016,NA,NA,NA,NA,NA,NA,"RB",2014,4,124,68,176,"1993-01-05",4.39,NA,8,124,69,174,NA,32,0
"11827","Jake Ryan","Green Bay Packers","gnb",2016,19,2,3,"ankle",10,12,"OL",2015,4,129,74,240,"1992-02-27",4.65,7.11,20,120,74,240,4.2,34.5,1
"11895","Robert Nelson","New York Jets","nyj",2017,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,69,175,"1990-02-16",NA,NA,NA,NA,NA,NA,NA,NA,0
"11914","Cam Thomas","Kansas City Chiefs","kan",2017,NA,NA,NA,NA,NA,NA,"DEF",2010,5,146,75,330,"1986-12-12",5.16,7.68,31,102,76,330,4.78,29,0
"11929","Antone Exum","San Francisco 49ers","sfo",2017,NA,NA,NA,NA,NA,NA,"DEF",2014,6,182,72,219,"1991-02-27",4.59,7.05,17,117,72,213,4.13,35,1
"11964","Blaine Gabbert","Arizona Cardinals","crd",2017,NA,NA,NA,NA,NA,NA,"QB",2011,1,10,77,235,"1989-10-15",4.61,6.84,NA,120,76,234,4.26,33.5,1
"11974","Deandre Coleman","Buffalo Bills","buf",2017,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,77,314,"1991-01-27",5.12,0,24,0,77,314,0,0,0
"11981","Chuck Clark","Baltimore Ravens","rav",2017,16,1,2,"thigh",9,10,"DEF",2017,6,186,72,205,"1995-04-19",4.54,6.85,16,122,72,208,4.07,34,0
"11982","Jake Ryan","Green Bay Packers","gnb",2017,16,1,2,"hamstring knee",3,14,"OL",2015,4,129,74,240,"1992-02-27",4.65,7.11,20,120,74,240,4.2,34.5,1
"11984","Romeo Okwara","New York Giants","nyg",2017,16,10,10,"knee",6,15,"DEF",NA,NA,NA,76,255,"1995-06-17",4.9,7.38,23,120,77,265,4.53,33,0
"11986","Charles Sims","Tampa Bay Buccaneers","tam",2017,NA,NA,NA,NA,NA,NA,"RB",2014,3,69,72,211,"1990-09-19",4.48,7.16,17,126,72,214,4.3,37.5,0
"11987","Demaryius Thomas","Denver Broncos","den",2017,NA,NA,NA,NA,NA,NA,"WR",2010,1,22,75,225,"1987-12-25",4.52,NA,NA,NA,75,224,NA,NA,1
"11988","De'Anthony Thomas","Kansas City Chiefs","kan",2017,17,1,1,"leg",17,17,"RB",2014,4,124,68,176,"1993-01-05",4.39,NA,8,124,69,174,NA,32,0
"11990","Derrick Coleman","Atlanta Falcons","atl",2017,NA,NA,NA,NA,NA,NA,"RB",NA,NA,NA,72,233,"1990-10-18",NA,NA,NA,NA,NA,NA,NA,NA,0
"11991","Brian Allen","Pittsburgh Steelers","pit",2017,NA,NA,NA,NA,NA,NA,"DEF",2017,5,173,75,215,"1993-10-21",4.48,6.64,15,117,75,215,4.34,34.5,0
"11993","Cole Croston","New England Patriots","nwe",2017,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,77,310,"1993-12-25",NA,NA,NA,NA,NA,NA,NA,NA,0
"11994","Emmanuel Lamur","Minnesota Vikings","min",2017,18,0,1,"foot",14,14,"DEF",NA,NA,NA,76,245,"1989-06-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"12051","De'Anthony Thomas","Kansas City Chiefs","kan",2018,18,13,13,"tibia leg",6,18,"RB",2014,4,124,68,176,"1993-01-05",4.39,NA,8,124,69,174,NA,32,0
"12081","Demaryius Thomas","Denver Broncos","den",2018,NA,NA,NA,NA,NA,NA,"WR",2010,1,22,75,225,"1987-12-25",4.52,NA,NA,NA,75,224,NA,NA,1
"12087","Cole Croston","New England Patriots","nwe",2018,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,77,310,"1993-12-25",NA,NA,NA,NA,NA,NA,NA,NA,0
"12155","Emmanuel Lamur","Las Vegas Raiders","rai",2018,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,76,245,"1989-06-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"12158","Demaryius Thomas","Houston Texans","htx",2018,NA,NA,NA,NA,NA,NA,"WR",2010,1,22,75,225,"1987-12-25",4.52,NA,NA,NA,75,224,NA,NA,1
"12169","Romeo Okwara","Detroit Lions","det",2018,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,76,255,"1995-06-17",4.9,7.38,23,120,77,265,4.53,33,1
"12171","Mike Gesicki","Miami Dolphins","mia",2018,16,0,1,"shoulder",8,8,"TE",2018,2,42,78,247,"1995-10-03",4.54,6.76,22,129,77,247,4.1,41.5,1
"12172","Brian Allen","Pittsburgh Steelers","pit",2018,NA,NA,NA,NA,NA,NA,"DEF",2017,5,173,75,215,"1993-10-21",4.48,6.64,15,117,75,215,4.34,34.5,0
"12173","Rashaan Evans","Tennessee Titans","oti",2018,16,1,1,"hamstring",1,1,"DEF",2018,1,22,74,232,"1995-11-08",NA,6.95,NA,116,75,232,4.36,30,0
"12174","Blaine Gabbert","Tennessee Titans","oti",2018,16,1,1,"concussion",4,4,"QB",2011,1,10,77,235,"1989-10-15",4.61,6.84,NA,120,76,234,4.26,33.5,1
"12175","Trenton Cannon","New York Jets","nyj",2018,16,0,1,"toe",14,14,"RB",2018,6,204,71,185,"1994-07-23",NA,NA,NA,NA,NA,NA,NA,NA,0
"12176","Emmanuel Lamur","New York Jets","nyj",2018,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,76,245,"1989-06-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"12177","Dennis Gardeck","Arizona Cardinals","crd",2018,16,0,1,"ankle",3,3,"DEF",NA,NA,NA,72,232,"1994-08-09",NA,NA,NA,NA,NA,NA,NA,NA,0
"12178","Derrick Coleman","Arizona Cardinals","crd",2018,NA,NA,NA,NA,NA,NA,"RB",NA,NA,NA,72,233,"1990-10-18",NA,NA,NA,NA,NA,NA,NA,NA,0
"12180","Antone Exum","San Francisco 49ers","sfo",2018,16,1,2,"quadricep concussion",4,9,"DEF",2014,6,182,72,219,"1991-02-27",4.59,7.05,17,117,72,213,4.13,35,1
"12181","Chuck Clark","Baltimore Ravens","rav",2018,NA,NA,NA,NA,NA,NA,"DEF",2017,6,186,72,205,"1995-04-19",4.54,6.85,16,122,72,208,4.07,34,0
"12184","Brian Allen","Los Angeles Rams","ram",2018,NA,NA,NA,NA,NA,NA,"OL",2018,4,111,74,303,"1995-10-11",5.34,7.81,27,99,73,298,4.71,26.5,0
"12256","Jeremy Thompson","Green Bay Packers","gnb",2009,17,9,9,"knee neck",3,17,"DEF",2008,4,102,76,262,"1985-10-09",4.75,6.97,25,117,76,264,4.23,32,0
"12298","Michael Crabtree","San Francisco 49ers","sfo",2009,16,0,1,"knee",10,10,"WR",2009,1,10,73,215,"1987-09-14",4.54,NA,NA,NA,73,215,NA,NA,1
"12299","Tanard Jackson","Tampa Bay Buccaneers","tam",2009,16,0,1,"knee",15,15,"DEF",2007,4,106,72,200,"1985-07-21",4.52,6.89,12,121,72,200,4.28,32.5,1
"12301","Antwaan Randle El","Washington Football Team","was",2009,16,0,0,"",Inf,-Inf,"WR",2002,2,62,70,185,"1979-08-17",4.49,0,0,0,70,191,0,0,0
"12302","Julius Jones","Seattle Seahawks","sea",2009,16,2,6,"chest rib rib/ankle",10,16,"RB",2004,2,43,70,208,"1981-08-14",4.47,6.97,0,121,70,217,4.12,37.5,1
"12303","Chris Spencer","Seattle Seahawks","sea",2009,16,2,8,"quadriceps  thumb thumb/back",1,13,"OL",2005,1,26,75,308,"1982-03-28",5.21,8.06,26,105,75,309,4.59,32,1
"12304","Jeff Robinson","Seattle Seahawks","sea",2009,NA,NA,NA,NA,NA,NA,"TE",1993,4,98,76,264,"1970-02-20",NA,NA,NA,NA,NA,NA,NA,NA,0
"12305","Darryl Tapp","Seattle Seahawks","sea",2009,NA,NA,NA,NA,NA,NA,"DEF",2006,2,63,73,270,"1984-09-13",4.83,7.31,27,109,74,252,4.48,33,1
"12306","Asante Samuel","Philadelphia Eagles","phi",2009,17,0,5,"neck calf head/neck",3,12,"DEF",2003,4,120,70,185,"1981-01-06",4.49,6.95,9,120,71,185,4.14,35.5,1
"12307","Keith Rivers","Cincinnati Bengals","cin",2009,17,3,4,"calf",9,12,"DEF",2008,1,9,74,236,"1986-05-05",4.54,0,24,0,74,241,0,0,1
"12309","Hamza Abdullah","Arizona Cardinals","crd",2009,NA,NA,NA,NA,NA,NA,"DEF",2005,7,231,74,216,"1983-08-20",0,6.94,18,114,74,214,0,39,0
"12320","Tanard Jackson","Tampa Bay Buccaneers","tam",2010,NA,NA,NA,NA,NA,NA,"DEF",2007,4,106,72,200,"1985-07-21",4.52,6.89,12,121,72,200,4.28,32.5,1
"12321","Julius Jones","Seattle Seahawks","sea",2010,NA,NA,NA,NA,NA,NA,"RB",2004,2,43,70,208,"1981-08-14",4.47,6.97,0,121,70,217,4.12,37.5,0
"12341","Maurice Simpkins","Green Bay Packers","gnb",2010,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,72,236,"1983-04-29",NA,NA,NA,NA,NA,NA,NA,NA,0
"12413","Keith Rivers","Cincinnati Bengals","cin",2010,16,1,7,"foot",2,14,"DEF",2008,1,9,74,236,"1986-05-05",4.54,0,24,0,74,241,0,0,1
"12417","Michael Crabtree","San Francisco 49ers","sfo",2010,NA,NA,NA,NA,NA,NA,"WR",2009,1,10,73,215,"1987-09-14",4.54,NA,NA,NA,73,215,NA,NA,1
"12418","Hamza Abdullah","Arizona Cardinals","crd",2010,16,2,2,"hamstring",2,3,"DEF",2005,7,231,74,216,"1983-08-20",0,6.94,18,114,74,214,0,39,0
"12421","Julius Jones","New Orleans Saints","nor",2010,17,1,4,"shoulder ankle",7,14,"RB",2004,2,43,70,208,"1981-08-14",4.47,6.97,0,121,70,217,4.12,37.5,0
"12422","Asante Samuel","Philadelphia Eagles","phi",2010,17,5,8,"concussion knee",5,17,"DEF",2003,4,120,70,185,"1981-01-06",4.49,6.95,9,120,71,185,4.14,35.5,1
"12424","Chris Spencer","Seattle Seahawks","sea",2010,18,0,3,"neck finger shoulder",8,14,"OL",2005,1,26,75,308,"1982-03-28",5.21,8.06,26,105,75,309,4.59,32,1
"12426","Antwaan Randle El","Pittsburgh Steelers","pit",2010,NA,NA,NA,NA,NA,NA,"WR",2002,2,62,70,185,"1979-08-17",4.49,0,0,0,70,191,0,0,0
"12507","Asante Samuel","Philadelphia Eagles","phi",2011,16,2,5,"shoulder  finger groin hamstring",1,16,"DEF",2003,4,120,70,185,"1981-01-06",4.49,6.95,9,120,71,185,4.14,35.5,1
"12516","Darryl Tapp","Philadelphia Eagles","phi",2011,16,4,9,"pectoral rib ribs",2,16,"DEF",2006,2,63,73,270,"1984-09-13",4.83,7.31,27,109,74,252,4.48,33,0
"12517","Chris Spencer","Chicago Bears","chi",2011,16,1,3,"hand back",5,16,"OL",2005,1,26,75,308,"1982-03-28",5.21,8.06,26,105,75,309,4.59,32,1
"12519","Tanard Jackson","Tampa Bay Buccaneers","tam",2011,16,2,7,"disciplinary served hamstring",3,12,"DEF",2007,4,106,72,200,"1985-07-21",4.52,6.89,12,121,72,200,4.28,32.5,1
"12521","Hamza Abdullah","Arizona Cardinals","crd",2011,NA,NA,NA,NA,NA,NA,"DEF",2005,7,231,74,216,"1983-08-20",0,6.94,18,114,74,214,0,39,0
"12522","Julio Jones","Atlanta Falcons","atl",2011,17,3,10,"hamstring back ankle thumb",6,17,"WR",2011,1,6,75,220,"1989-02-08",4.34,6.66,17,135,75,220,4.25,38.5,1
"12524","Michael Crabtree","San Francisco 49ers","sfo",2011,18,1,11,"foot feet",1,11,"WR",2009,1,10,73,215,"1987-09-14",4.54,NA,NA,NA,73,215,NA,NA,1
"12592","Darryl Tapp","Philadelphia Eagles","phi",2012,16,1,3,"foot personal",6,9,"DEF",2006,2,63,73,270,"1984-09-13",4.83,7.31,27,109,74,252,4.48,33,0
"12603","Keith Rivers","New York Giants","nyg",2012,16,5,8,"hamstring calf knee",2,11,"DEF",2008,1,9,74,236,"1986-05-05",4.54,0,24,0,74,241,0,0,0
"12604","Chris Spencer","Chicago Bears","chi",2012,16,2,4,"leg knee",11,14,"OL",2005,1,26,75,308,"1982-03-28",5.21,8.06,26,105,75,309,4.59,32,1
"12611","Julio Jones","Atlanta Falcons","atl",2012,18,0,6,"hand ankle",3,11,"WR",2011,1,6,75,220,"1989-02-08",4.34,6.66,17,135,75,220,4.25,38.5,1
"12612","Asante Samuel","Atlanta Falcons","atl",2012,18,1,7,"neck hip shoulder",2,16,"DEF",2003,4,120,70,185,"1981-01-06",4.49,6.95,9,120,71,185,4.14,35.5,1
"12614","Michael Crabtree","San Francisco 49ers","sfo",2012,19,0,1,"illness",9,9,"WR",2009,1,10,73,215,"1987-09-14",4.54,NA,NA,NA,73,215,NA,NA,1
"12640","Julio Jones","Atlanta Falcons","atl",2013,16,11,15,"knee foot",2,16,"WR",2011,1,6,75,220,"1989-02-08",4.34,6.66,17,135,75,220,4.25,38.5,1
"12684","Asante Samuel","Atlanta Falcons","atl",2013,16,2,5,"thigh",1,5,"DEF",2003,4,120,70,185,"1981-01-06",4.49,6.95,9,120,71,185,4.14,35.5,0
"12688","Brandon Bostick","Green Bay Packers","gnb",2013,17,4,5,"concussion foot",12,17,"TE",NA,NA,NA,75,245,"1989-05-03",NA,NA,NA,NA,NA,NA,NA,NA,0
"12693","Keith Rivers","New York Giants","nyg",2013,NA,NA,NA,NA,NA,NA,"DEF",2008,1,9,74,236,"1986-05-05",4.54,0,24,0,74,241,0,0,0
"12694","Darryl Tapp","Washington Football Team","was",2013,NA,NA,NA,NA,NA,NA,"DEF",2006,2,63,73,270,"1984-09-13",4.83,7.31,27,109,74,252,4.48,33,0
"12695","Derek Moye","Pittsburgh Steelers","pit",2013,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,77,210,"1988-08-12",4.46,0,10,115,76,209,4.23,33.5,0
"12696","Chris Spencer","Tennessee Titans","oti",2013,NA,NA,NA,NA,NA,NA,"OL",2005,1,26,75,308,"1982-03-28",5.21,8.06,26,105,75,309,4.59,32,0
"12698","Dontari Poe","Kansas City Chiefs","kan",2013,17,0,1,"ankle",7,7,"DEF",2012,1,11,75,346,"1990-08-18",4.89,7.9,44,105,75,346,4.56,29.5,1
"12701","Michael Crabtree","San Francisco 49ers","sfo",2013,19,11,15,"achilles  ankle ankle/wrist wrist/ankle",1,16,"WR",2009,1,10,73,215,"1987-09-14",4.54,NA,NA,NA,73,215,NA,NA,0
"12798","Julio Jones","Atlanta Falcons","atl",2014,16,1,9,"ankle illness hip",3,16,"WR",2011,1,6,75,220,"1989-02-08",4.34,6.66,17,135,75,220,4.25,38.5,1
"12801","Keith Rivers","Buffalo Bills","buf",2014,16,2,3,"groin",2,4,"DEF",2008,1,9,74,236,"1986-05-05",4.54,0,24,0,74,241,0,0,0
"12803","Chris Spencer","Tennessee Titans","oti",2014,NA,NA,NA,NA,NA,NA,"OL",2005,1,26,75,308,"1982-03-28",5.21,8.06,26,105,75,309,4.59,32,1
"12804","Scott Simonson","Las Vegas Raiders","rai",2014,NA,NA,NA,NA,NA,NA,"TE",NA,NA,NA,77,255,"1992-04-13",NA,NA,NA,NA,NA,NA,NA,NA,0
"12805","Michael Crabtree","San Francisco 49ers","sfo",2014,16,0,5,"calf  quadricep foot knee",1,16,"WR",2009,1,10,73,215,"1987-09-14",4.54,NA,NA,NA,73,215,NA,NA,1
"12806","Dri Archer","Pittsburgh Steelers","pit",2014,17,2,3,"knee/ankle",2,4,"WR",2014,3,97,68,173,"1991-08-09",4.26,6.86,20,122,68,173,4.06,38,0
"12808","Brandon Bostick","Green Bay Packers","gnb",2014,18,3,6,"fibula  hip illness",1,17,"TE",NA,NA,NA,75,245,"1989-05-03",NA,NA,NA,NA,NA,NA,NA,NA,0
"12839","Dri Archer","Pittsburgh Steelers","pit",2015,NA,NA,NA,NA,NA,NA,"WR",2014,3,97,68,173,"1991-08-09",4.26,6.86,20,122,68,173,4.06,38,0
"12874","Michael Crabtree","Las Vegas Raiders","rai",2015,16,0,1,"ankle",5,5,"WR",2009,1,10,73,215,"1987-09-14",4.54,NA,NA,NA,73,215,NA,NA,1
"12875","Julio Jones","Atlanta Falcons","atl",2015,16,0,6,"hamstring toe knee",2,13,"WR",2011,1,6,75,220,"1989-02-08",4.34,6.66,17,135,75,220,4.25,38.5,1
"12877","Trent Brown","San Francisco 49ers","sfo",2015,16,0,1,"knee",16,16,"OL",2015,7,244,80,380,"1993-04-13",5.21,8.23,20,97,80,355,4.78,23.5,1
"12879","Dontari Poe","Kansas City Chiefs","kan",2015,18,1,5,"back  ankle",1,8,"DEF",2012,1,11,75,346,"1990-08-18",4.89,7.9,44,105,75,346,4.56,29.5,1
"12882","Scott Simonson","Carolina Panthers","car",2015,NA,NA,NA,NA,NA,NA,"TE",NA,NA,NA,77,255,"1992-04-13",NA,NA,NA,NA,NA,NA,NA,NA,0
"12907","Scott Simonson","Carolina Panthers","car",2016,NA,NA,NA,NA,NA,NA,"TE",NA,NA,NA,77,255,"1992-04-13",NA,NA,NA,NA,NA,NA,NA,NA,0
